,Longitude,Latitude,case
0,-90.31029799999999,35.004295,yes
1,-90.309877,35.00975,no
2,-90.30689699999999,35.018194,no
3,-90.300697,35.028793,no
4,-90.297296,35.037893,no
5,-90.29559599999999,35.040093,no
6,-90.29446489589901,35.0406271324921,no
7,-90.291996,35.041793,yes
8,-90.26529599999999,35.040293,no
9,-90.263796,35.039592999999996,no
10,-90.263396,35.037493,no
11,-90.262396,35.036393,no
12,-90.256495,35.034493,no
13,-90.230611,35.03132,no
14,-90.224791,35.029961,no
15,-90.216258,35.026049,no
16,-90.214382,35.025794999999995,no
17,-90.209397,35.026545999999996,yes
18,-90.2007831992471,35.0323674913532,no
19,-90.200124,35.032813,no
20,-90.196095,35.037400000000005,no
21,-90.19686,35.043667,no
22,-90.19714599999999,35.050731,no
23,-90.19658299999999,35.056137,no
24,-90.195133,35.061793,no
25,-90.1886560433405,35.075743948114,no
26,-90.181387,35.091401,no
27,-90.17684299999999,35.112088,no
28,-90.173603,35.118072999999995,yes
29,-90.17312153527709,35.118489299709005,no
30,-90.1678782785126,35.1230228951351,no
31,-90.16730246592869,35.1235207729644,no
32,-90.165328,35.125228,no
33,-90.16005799999999,35.12883,no
34,-90.15599399999999,35.130991,no
35,-90.144691,35.134983999999996,no
36,-90.142794,35.135090999999996,no
37,-90.13902399999999,35.133995,yes
38,-90.109393,35.118891,no
39,-90.10059299999999,35.116690999999996,yes
40,-90.09061,35.118286999999995,no
41,-90.08671,35.119779,no
42,-90.08341999999999,35.12167,no
43,-90.07597749654049,35.1277083608784,no
44,-90.0756541638842,35.1279706918633,no
45,-90.071192,35.131591,no
46,-90.066591,35.13599,yes
47,-90.065392,35.137691,no
48,-90.0652468337811,35.1382363038735,no
49,-90.064612,35.140620999999996,no
50,-90.06483391660679,35.1418614782307,no
51,-90.066482,35.151074,no
52,-90.066958,35.151838999999995,no
53,-90.06867432496111,35.1531079849447,no
54,-90.068729544275,35.153148811990604,no
55,-90.069402,35.153646,no
56,-90.09037099999999,35.15627,no
57,-90.092944,35.157227999999996,no
58,-90.096549,35.160976,no
59,-90.09977699999999,35.164474,no
60,-90.10321599999999,35.16798,no
61,-90.105525,35.170694999999995,no
62,-90.108075,35.174571,no
63,-90.1081813296161,35.174945372877104,no
64,-90.109177,35.178450999999995,no
65,-90.111091,35.178639,no
66,-90.11421399999999,35.181691,no
67,-90.11739299999999,35.187889999999996,yes
68,-90.117542,35.19057,no
69,-90.116182,35.198498,no
70,-90.109076,35.199104999999996,no
71,-90.097408,35.194794,no
72,-90.09646599999999,35.194848,yes
73,-90.093285,35.203282,no
74,-90.088597,35.212376,no
75,-90.08412,35.210423,no
76,-90.08117299999999,35.208152999999996,no
77,-90.07682,35.208816999999996,no
78,-90.0745464479128,35.2112136396463,no
79,-90.074271,35.211504,no
80,-90.07415499999999,35.21707,no
81,-90.07491999999999,35.220452,no
82,-90.07687899999999,35.224405,no
83,-90.07875,35.227806,yes
84,-90.082939,35.231823999999996,no
85,-90.086322,35.235718999999996,no
86,-90.090892,35.242188999999996,no
87,-90.09794699999999,35.249983,no
88,-90.09949,35.251393,yes
89,-90.105093,35.254287999999995,no
90,-90.110106,35.255455999999995,no
91,-90.11649299999999,35.255787999999995,no
92,-90.123593,35.254989,no
93,-90.132116,35.25318,no
94,-90.140394,35.252289,no
95,-90.14504751221939,35.2537606235224,no
96,-90.15209399999999,35.255989,no
97,-90.15886499999999,35.262577,yes
98,-90.16659399999999,35.274588,no
99,-90.16879399999999,35.279088,no
100,-90.168871,35.281997,no
101,-90.165194,35.293188,no
102,-90.163812,35.296115,yes
103,-90.161225,35.298950999999995,no
104,-90.158913,35.300637,no
105,-90.15339399999999,35.302588,no
106,-90.149794,35.303287999999995,no
107,-90.139504,35.298828,no
108,-90.132393,35.300488,no
109,-90.123707,35.30453,no
110,-90.121864,35.304535,no
111,-90.11721899999999,35.303384,no
112,-90.109093,35.304987,yes
113,-90.10682399999999,35.324618,no
114,-90.10386199999999,35.332405,no
115,-90.110293,35.342786,no
116,-90.108817,35.342587,no
117,-90.107312,35.343143,yes
118,-90.10029399999999,35.351619,no
119,-90.096825,35.357216,no
120,-90.093492,35.360486,no
121,-90.090492,35.360886,no
122,-90.087903,35.36327,no
123,-90.08382399999999,35.368798,no
124,-90.074992,35.384152,yes
125,-90.07797099999999,35.384501,no
126,-90.07992999999999,35.385272,no
127,-90.08774299999999,35.390837999999995,no
128,-90.093589,35.393333,no
129,-90.09665,35.395257,no
130,-90.10484199999999,35.401486999999996,no
131,-90.106775,35.403338999999995,no
132,-90.11054299999999,35.408595,no
133,-90.112504,35.410153,no
134,-90.116902,35.411691999999995,yes
135,-90.13047499999999,35.413745,no
136,-90.135125,35.412977,no
137,-90.137881,35.41151,no
138,-90.14166,35.408563,no
139,-90.14344799999999,35.406670999999996,no
140,-90.145085,35.403757,no
141,-90.146191,35.399468,no
142,-90.14587,35.395078999999996,no
143,-90.143475,35.387602,yes
144,-90.13551,35.376667999999995,no
145,-90.14492399999999,35.374632999999996,no
146,-90.166246,35.374745,no
147,-90.172388,35.377680999999995,no
148,-90.17834099999999,35.382092,no
149,-90.179265,35.385194,yes
150,-90.17070000000001,35.410064999999996,no
151,-90.170599,35.418352,no
152,-90.16900199999999,35.421853,yes
153,-90.1401796054271,35.436483531380794,no
154,-90.129448,35.441931,yes
155,-90.123142,35.459852999999995,no
156,-90.12061899999999,35.465741,no
157,-90.11838999999999,35.468790999999996,no
158,-90.114412,35.472467,no
159,-90.107723,35.476935,yes
160,-90.101759,35.476889,no
161,-90.098719,35.478595,no
162,-90.0901424422176,35.478745136678896,no
163,-90.085009,35.478835,no
164,-90.080128,35.476844,no
165,-90.072154,35.470752,no
166,-90.067798,35.466224,yes
167,-90.067138,35.464833,no
168,-90.067206,35.460957,no
169,-90.071327,35.450337999999995,no
170,-90.074063,35.439611,no
171,-90.07408199999999,35.433983,yes
172,-90.070549,35.423291,no
173,-90.062018,35.41518,no
174,-90.069283,35.408305999999996,no
175,-90.054585,35.389604,no
176,-90.0544509241044,35.3896503043488,no
177,-90.0457499109331,35.392655279603694,no
178,-90.044856,35.392964,no
179,-90.041563,35.39662,no
180,-90.045104,35.397317,no
181,-90.05664399999999,35.403786,yes
182,-90.046598,35.412966,no
183,-90.045306,35.415434999999995,no
184,-90.04421599999999,35.419230999999996,no
185,-90.04263999999999,35.421237,no
186,-90.04057,35.422925,no
187,-90.031584,35.427662,yes
188,-90.031267,35.431576,no
189,-90.02931,35.435245,no
190,-90.02736999999999,35.437889999999996,no
191,-90.026584,35.440103,no
192,-90.026899,35.444869,no
193,-90.02660399999999,35.447787999999996,no
194,-90.024247,35.45426,no
195,-90.022064,35.457375,no
196,-90.01884199999999,35.464816,yes
197,-90.01891590050569,35.4662310051962,no
198,-90.018998,35.467802999999996,no
199,-90.020386,35.470257,no
200,-90.034976,35.480705,no
201,-90.043517,35.492298,no
202,-90.045805,35.496533,no
203,-90.048519,35.504357,yes
204,-90.050277,35.515274999999995,no
205,-90.04908999999999,35.522256999999996,no
206,-90.046227,35.529592,no
207,-90.044748,35.531656999999996,no
208,-90.041962,35.537468,no
209,-90.039744,35.548041,yes
210,-90.037615,35.550329,no
211,-90.032938,35.55344,no
212,-90.02861999999999,35.555248999999996,no
213,-90.02390299999999,35.556336,no
214,-90.01918760635971,35.5560927540832,no
215,-90.01731199999999,35.555996,no
216,-90.011262,35.559104999999995,no
217,-90.008293,35.560065,no
218,-90.000096,35.56103044207809,no
219,-89.99899599999999,35.56116,no
220,-89.992975,35.560773999999995,no
221,-89.989363,35.560043,yes
222,-89.97631,35.553872,no
223,-89.95849799999999,35.541703,no
224,-89.956706,35.539369,no
225,-89.955641,35.534518,no
226,-89.95577999999999,35.533214,no
227,-89.95773899999999,35.530125,no
228,-89.957715,35.527192,yes
229,-89.956347,35.525594,no
230,-89.95124799999999,35.521865999999996,no
231,-89.94801,35.520089999999996,no
232,-89.945026,35.519388,no
233,-89.9339774109763,35.518565067939896,no
234,-89.93361399999999,35.518538,no
235,-89.923161,35.514427999999995,no
236,-89.919331,35.51387,yes
237,-89.9154,35.515119,no
238,-89.911931,35.51741,no
239,-89.909022,35.520548,no
240,-89.90765999999999,35.522943999999995,no
241,-89.903882,35.534175,yes
242,-89.904392,35.535700999999996,no
243,-89.905582,35.536774,no
244,-89.907472,35.537582,no
245,-89.90921499999999,35.537914,no
246,-89.9097872758218,35.537839401662005,no
247,-89.9119,35.537563999999996,no
248,-89.91228699999999,35.537698999999996,no
249,-89.91238,35.53857,no
